机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
"	000961",中南建设,2013-04-19,2013-03-31,2013-03-31,合并本期,定期报告,4260825143.08,2505074.86,23840000,4256577698.53,3742354480.23,3274911130.03,,,,27991979383.07,,,50000,43553042909.8,,,,1687844.53,617498803.98,1517823451.5,179979145.78,,,,,51945947.77,,4188653.58,1342006857.83,345980268.45,,4061110973.42,47614153883.22,5877000000,,1910190000,3141620461.74,17421498508.97,57614158.52,1888191023.91,25967375.56,,1749369194.68,,2177000000,,34248450723.38,4953950000,,,,,,8630000,4962580000,39211030723.38,1167839226,627066780.69,212886822.92,,,,4626754888.79,6634513065.44,1768610094.4,-34652.96,,8403123159.84,47614153883.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	000961",中南建设,2013-08-14,2013-06-30,2013-06-30,合并本期,定期报告,6853344573.67,2397542.09,9520000,5408286562.99,3232489649.49,4198179323.46,,,,30389334113.21,,,50000,50093601764.91,,,,2169935.05,609779926.53,1537270851.61,141025627.85,,43335,,,171865921.08,,4188653.58,1388192206.95,338785508.47,,4193321966.12,54286923731.03,5607300000,,2647690000,3237764594.29,18091265820.43,261936839.16,1829036247.08,25967375.56,116783923,2746286226.07,,2309550000,,36873581025.59,8597650000,,,,,,8630000,8606280000,45479861025.59,1167839226,627066780.69,212886822.92,,,,4834148453.98,6841906630.63,1965156074.81,-34652.96,,8807062705.44,54286923731.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	000961",中南建设,2013-10-26,2013-09-30,2013-09-30,合并本期,定期报告,7160098003.65,2830705.37,29830000,5995542096.13,3597934992.74,4716348607.74,,,,33354315034.75,,,50000,54856949440.38,,,,2180939.93,602061049.05,1542006038.74,279658400,,43335,,,174038933.52,,4188653.58,1572398828.46,386546957.1,,4563123135.38,59420072575.76,4405300000,,2902800000,4006189690.62,20480633311.35,561913090.83,1986625606.4,25967375.56,85327935.05,2738134435.75,,2079990000,,39272881445.56,11169500000,,,,,,8630000,11178130000,50451011445.56,1167839226,627066780.69,212886822.92,,,,4950902876.99,6958661053.64,2010400076.56,-34652.96,,8969061130.2,59420072575.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	000961",中南建设,2014-04-10,2013-12-31,2013-12-31,合并本期,定期报告,6424066771.28,2794245.22,16924464.6,6016407453.86,3690290298.42,4945672123.69,,,,38836094793.38,,,50000,59932300150.45,,,,2159123.2,587428370.84,1643756492.03,198912143.13,,,,,593257158.74,,4188653.58,1707233653.24,442867753.88,0,5179803348.64,65112103499.09,4103800000,,1825850000,4308332587.6,22075981721.88,891760654.44,2632352886.19,,1679885.7,2271891690.3,,3136940000,0,41248589426.11,14014607083.33,,,,,,8198500,14022805583.33,55271395009.44,1167839226,797473267.6,245096977.88,,,,5526185160.86,7736538226.64,2104170263.01,-56405.7,0,9840708489.65,65112103499.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
