代码,名称,起始日期,截止日期,报表类别,币种,汇率(报表货币兑港元),营业额,经营溢利,特殊项目,联营公司,除税前经营溢利,税项,少数股东损益,经调整股东应占溢利,折旧,贷款利息,利息拨作发展资本,营业额增长,经调整股东应占溢利增长,税率,每股盈利（港元）,每股派息（港元）,核数师意见,发行股数(年度),优先股股息,报告股东应占溢利,每股盈利（报告货币）,每股派息（报告货币）,报告每股派息币种,加权平均普通股,经营开支总额
"	03883",中国奥园,2016/01/01,2016/06/30,半年报,人民币,1.1679,6479513000,1123475000,0,-11275000,1112200000,510904000,34674000,566622000,19455000,,,64.65,5.24,45.94,0.239,0,,,0,566622000,0.2046,0,人民币,2769257000,578493000
"	03883",中国奥园,2016/01/01,2016/12/31,年报,人民币,1.1166,11827268000,2104822000,12304000,-32137000,2084989000,1078381000,125646000,880962000,41670000,1771439000,1614020000,23.56,8.47,51.72,0.3606,0.17,无保留意见,2671571354,0,880962000,0.323,0.15,人民币,2727595000,1553992000
