机构ID,机构名称,公告日期,截止日期,报告年度,合并类型,报表来源,货币资金（元）,以公允价值计量且其变动计入当期损益的金融资产,应收票据,应收账款,预付款项,其他应收款,应收关联公司款,应收利息,应收股利,存货,其中：消耗性生物资产,一年内到期的非流动资产,其他流动资产,流动资产合计,可供出售金融资产,持有至到期投资,长期应收款,长期股权投资,投资性房地产,固定资产,在建工程,工程物资,固定资产清理,生产性生物资产,油气资产,无形资产,开发支出,商誉,长期待摊费用,递延所得税资产,其他非流动资产,非流动资产合计,资产总计,短期借款,以公允价值计量且其变动计入当期损益的金融负债,应付票据,应付账款,预收款项,应付职工薪酬,应交税费,应付利息,应付股利,其他应付款,应付关联公司款,一年内到期的非流动负债,其他流动负债,流动负债合计,长期借款,应付债券,长期应付款,专项应付款,预计负债,递延所得税负债,其他非流动负债,非流动负债合计,负债合计,实收资本（或股本）,资本公积,盈余公积,专项储备,减：库存股,一般风险准备,未分配利润,归属于母公司所有者权益,少数股东权益,外币报表折算价差,非正常经营项目收益调整,所有者权益（或股东权益）合计,负债和所有者（或股东权益）合计,其他综合收益,递延收益-非流动负债,结算备付金,拆出资金,发放贷款及垫款-流动资产,衍生金融资产,应收保费,应收分保账款,应收分保合同准备金,买入返售金融资产,划分为持有待售的资产,发放贷款及垫款-非流动资产,向中央银行借款,吸收存款及同业存放,拆入资金,衍生金融负债,卖出回购金融资产款,应付手续费及佣金,应付分保账款,保险合同准备金,代理买卖证券款,代理承销证券款,划分为持有待售的负债,预计负债-流动负债,递延收益-流动负债,其中：优先股-非流动负债,永续债-非流动负债,长期应付职工薪酬,其他权益工具,其中：优先股-所有者权益,永续债-所有者权益
"	600585",海螺水泥,2015-04-29,2015-03-31,2015-03-31,合并本期,定期报告,13322477064,54381457,3307953081,375108881,552315967,625882256,,81578985,,5206864161,,,1064354112,24590915964,5593814506,,,2786367508,31843686,58875473998,2889059269,1260899260,,,,6733197056,,374557189,,349599017,536234905,79431046394,104021962358,545810974,,,3218800907,881123584,77687196,701196172,557185552,200000000,4671652419,,2158787727,0,13012244531,1737100635,15484537381,,,,942550288,5617376,18301095052,31313339583,5299302579,10686638402,2649651290,,,,48775292443,69167509333,3541113442,,,72708622775,104021962358,1756624619,131289372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	600585",海螺水泥,2015-08-22,2015-06-30,2015-06-30,合并本期,定期报告,14112767135,34875974,3438653236,363989422,584647785,988272284,,138692124,,5098755013,,,1215238297,25975891270,3433650818,,,2576349032,31573019,61371695026,2286884872,989669875,,,,7063010924,,422314098,,394646567,634038730,79203832961,105179724231,1370264355,,,3795958914,1089032577,87051961,988247361,276286844,200000000,6592886300,,8467605485,0,22867333797,1666390137,8492206224,,,,624516474,5617376,10930383584,33797717381,5299302579,10686638402,2649651290,,,,48322566885,67781472941,3600533909,,,71382006850,105179724231,823313785,141653373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"	600585",海螺水泥,2015-10-27,2015-09-30,2015-09-30,合并本期,定期报告,13429602707,,4155666959,348282277,626365956,1099513253,,101394085,,4416612557,,,960180624,25137618418,2410281701,,,2793005365,31302353,61858912145,1582025232,1120650672,,,,7061005655,,422314096,,388960995,608755617,78277213831,103414832249,770132474,30081694,,3977248796,1558581035,66395869,674762462,461734740,401207600,5444890639,,7897652348,,21282687657,1433577873,8492740964,,,,353217424,,10425463721,31708151378,5299302579,10684321527,2649651290,,,,49719942250,68414214127,3292466744,,,71706680871,103414832249,,140310084,,,,,,,,,,,,,,,,,,,,,,,,,,5617376,60996481,,
"	600585",海螺水泥,2016-03-24,2015-12-31,2015-12-31,合并本期,定期报告,14471446152,,4495183746,422052404,442277513,763104522,,46606434,,4238039415,,,1327674812,26206384998,3249600352,,,2975436986,40155656,61695521297,1571510183,1060360897,,,,7160487353,,463730688,,453936387,904266824,79575006623,105781391621,859871964,6393050,,3904053518,1355100411,582762431,972212186,346408998,153765500,4636217812,,7585376010,,20402161880,2246400640,8493280974,,,,558346586,,11467659033,31869820913,5299302579,10684321525,2649651290,,,,51133606916,70491887946,3419682762,,,73911570708,105781391621,725005636,169630833,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
